index,n_lsRestaurants,avg_dist_from_home,median_dist_from_home,total_visits,min_dist_from_home,max_dist_from_home,sd_dist_from_home,avg_income,average_weekly_vistor_difference,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,count_bigger_places_by_tract,Arts/Sports,Gas Stations,Health,Hotel,Movie,Transport,avg_dwell_time,min_dwell_time,max_dwell_time,sd_dwell_time,Total_Hotels,Total_Gas_Convenience,street_address_count,is_strip,total_land_per_tract,total_acres_per_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,weekend_pct_by_tract,prediction,tract,diff
136,17,5958.4755329737445,5975.513142174433,30973,5733.1081232493,6109.005444646098,114.85195080660533,59926,0.257,24,21954,78.26386990981142,0.0010931948619841486,3,0,3,34,0,0,0,11.275095109210268,9.246521981079576,13.334556747600226,0.8932613370059626,0,0,63,1,203138699713,50196665.913094096,11539,25.333334,23.733334,25.4,11539,10377,258,0,146,186,32,540,0,540,4637,234,321,368,467,728,471,935,218,206,445,155,89,2495,48,0,0,0,34,17,83,64,165,198,206,463,372,383,263,199,24.38,10.567164179104477,49049010109,6.432835820895523
137,3,277287.9970788705,254419,2702,106561,502331,126743.39452952649,34158,0.655,18,18139,22.151000606428138,0.0009923369535255527,0,0,6,5,32,1,3,14.751494564667906,6.95945945945946,36.067567567567565,5.459323538533854,4,4,86,1,3959190565883,978337295.6639267,5278,43,43,42.033333,5278,4988,0,179,57,54,0,0,0,0,2591,128,802,796,388,77,0,130,35,23,104,0,108,1517,30,0,0,106,5,67,28,111,104,177,275,366,106,59,71,12,29.79,4.15625,49019000300,-1.15625
138,3,2387.0207419310605,2165.690082644628,3803,1850.0047619047618,3450.4531835205994,538.9669411511611,38867,0.418,0,0,0,0,0,0,1,2,0,0,0,14.91931054932817,8,67.39655172413794,7.623663364196073,0,0,38,1,5630122724,1391233.6242460513,4656,28.066668,29.7,25.766666,4656,4588,54,0,0,4,0,10,10,0,1894,128,223,203,255,238,145,348,61,52,56,152,33,1064,0,0,19,9,85,25,24,66,10,160,221,261,117,45,13,9,30.23,4.15625,49049010505,-1.15625
139,12,6435.0418627726085,6533.8361904761905,7556,5677.478365384615,7097.36197440585,452.85446584229044,49544,0.047,23,17216,39.55645910780669,0.0013359665427509293,2,0,2,56,1,0,0,15.02834110092471,10.609947643979057,20.615051903114185,2.3836679062265094,0,0,98,1,20435545816,5049733.347347174,4464,37.6,39.5,37.866665,4464,3866,16,31,168,168,146,69,9,60,2100,70,144,157,399,569,251,131,21,136,156,25,41,1000,21,0,6,21,28,31,33,39,31,97,67,190,151,108,120,57,26.62,9.304347826086957,49035111202,2.695652173913043
140,2,2728.4615384615386,2737,2477,2381,3287,247.78035144882364,46043,-0.338,2,3645,36.91687242798354,0.0005486968449931413,0,0,0,0,0,0,0,14.694012856344166,7,56.371428571428574,7.091391726731999,0,0,6,1,2976968168,735624.8552055128,3708,40.25,35.95,41.1,3708,2969,176,0,338,0,20,205,65,140,1675,29,107,163,448,360,28,316,58,85,50,25,6,967,29,12,15,60,6,22,11,70,55,85,67,164,172,106,68,25,27.17,2.9382716049382718,49035113511,-0.9382716049382718
141,3,227908.97220182608,179307.04347826086,1422,127748.50537634408,679364.8554216868,148302.2337600518,56979,-0.103,13,7797,36.12517634987816,0.0016673079389508785,2,0,8,20,2,0,0,28.272297998894246,10.201754385964913,102.11111111111111,11.72925623397049,1,3,18,1,426088624699,105288792.20750807,4394,36.5,31.466667,34.8,4394,4129,7,23,22,17,81,115,23,92,1795,23,136,132,254,205,125,237,189,112,310,72,0,972,0,21,0,10,6,8,0,41,56,63,75,207,166,178,93,48,26.4,2.6153846153846154,49045130701,0.3846153846153846
142,3,3645.4324551326627,3588.139393939394,2424,2922.245901639344,4327.485074626866,492.09695492732544,52000,0.008,10,4452,57.496855345911946,0.0022461814914645105,0,0,1,11,0,0,0,8.649108380553807,6.734177215189874,13.09952606635071,1.0109939834522832,0,0,16,1,4984950708,1231808.1470258834,4131,37.033333,33.233334,41.766666,4131,3641,34,0,126,2,96,232,22,210,2035,31,101,244,410,373,265,355,52,49,115,28,12,974,19,0,0,7,14,18,63,7,11,110,175,225,143,46,59,77,21.14,2.4761904761904763,49035112921,0.5238095238095237
143,7,64078.46207184628,60386.28888888889,600,41276,103702.03947368421,20381.71759908797,42453,0.062,10,12984,18.597273567467653,0.0007701786814540973,0,0,10,0,14,1,0,23.21231291269434,5.0476190476190474,110.3125,13.490445745011343,3,6,140,1,14303199227148,3534397503.321356,2389,34.75,36.8,33.75,2389,2245,0,0,0,0,144,0,0,0,658,133,72,58,59,6,21,95,75,26,60,45,8,497,6,3,6,18,32,16,10,16,61,47,75,80,41,11,39,36,35.31,1.149171270718232,49033950100,5.850828729281768
144,6,24053.456450672453,7820.297213622291,30472,4695.507228915662,215404.36952380952,57583.1610967138,28970,-0.875,11,7409,68.06654069375084,0.0014846807936293696,0,1,0,29,0,0,0,58.1730595347177,28.370229007633586,91.48519615099926,10.195794445922475,0,0,28,1,4500137615,1112008.2226687944,3817,26.266666,25.933332,28.566668,3817,3236,216,19,39,44,210,53,0,53,1937,191,459,586,327,125,7,82,43,20,57,0,40,648,23,24,31,35,48,39,60,42,12,100,72,92,29,12,17,12,21.85,3,49053271300,3
145,13,16038.178340662997,14567.710865561694,9695,12881.820037105752,34219.074307304785,5574.668290319312,24794,-0.145,32,41319,36.247682664149664,0.0007744621118613713,2,3,7,12,1,1,5,17.511888275885546,12.561820652173912,30.833333333333332,3.386344851542155,1,1,178,1,52239113579,12908566.096100835,5298,34.766666,36.766666,34.1,5298,3514,195,591,181,31,735,51,0,51,2402,0,119,807,419,423,16,456,10,96,56,0,0,1042,27,76,32,95,0,10,51,110,93,125,120,262,0,31,10,0,25.83,14.333333333333334,49035102900,-1.333333333333334
146,10,4732.383228488687,4700.478527607362,10988,4465.421216848674,5143.329652996846,206.79329047803006,34862,0.22,34,22703,67.3553715368013,0.0014975994361978594,0,1,6,16,1,1,0,10.528652987971359,8.364227642276422,20.49247491638796,1.8050344805948457,0,0,300,1,32356958688,7995578.624457351,5755,32.425,27.7,35.775,5755,4501,265,72,144,99,450,224,23,201,2756,78,377,427,562,450,171,183,154,28,253,54,19,1476,0,0,73,172,28,41,33,78,94,184,229,254,206,24,32,28,25.14,14.818181818181818,49011126001,-4.818181818181818
147,4,9868.768782990835,9270.028925619834,3107,8044.125654450262,14950.65671641791,1824.2487579854494,54334,-0.065,21,16869,26.810599324204162,0.001244887070958563,1,0,5,1,7,0,2,12.208752384915424,7.808755760368664,29.776892430278885,3.5783045035556147,0,0,43,1,208717280040,51575163.133660175,9932,33.166668,33.8,32.866665,9932,9531,18,42,29,31,83,198,0,198,4909,160,378,782,1280,910,267,520,63,50,101,263,135,2504,19,0,76,23,79,52,95,164,48,149,231,451,412,201,287,217,21.91,4.15625,49057210505,-0.15625
148,5,197074.92074755376,147567.57006369426,3616,39794.78723404255,457952.08167330676,145481.73926433944,35929,0.13,23,21635,18.281950543101456,0.0010630922116940144,0,1,11,8,31,0,2,15.538275693978997,8.565068493150685,34.58278145695364,4.273373701178266,10,6,118,1,3186668045660,787442823.4990358,5084,45.9,44.95,47.375,5084,4647,1,97,48,8,119,164,24,140,2183,270,1007,467,287,63,39,30,0,0,11,9,0,1047,14,30,16,63,32,54,19,71,79,67,94,160,154,100,69,25,25.93,4.15625,49025130200,0.84375
149,2,6238.7692307692305,5471,246,1747,12322,3516.228831050063,47849,-0.022,6,7630,23.276408912188728,0.0007863695937090433,0,0,0,1,1,0,0,34.652241292038546,7,185,29.282561847560526,0,0,10,1,4927182088,1217533.2101354857,3431,30.2,32,30.15,3431,2584,203,0,98,0,314,232,86,146,2027,36,252,258,542,432,94,194,10,64,79,11,55,725,38,17,0,33,31,13,8,51,0,34,48,187,109,81,25,50,32.29,1.84375,49035103000,0.15625
150,5,4453.377547254229,4463.645569620253,3203,3786.3604060913704,5260.117903930131,520.0572252709266,39711,-0.07,25,15747,34.99060138439068,0.001587603988061218,3,0,2,33,1,0,0,16.718357994472278,10.381642512077295,29.235294117647058,3.1832072889210625,0,0,112,1,9465597386,2339000.054269284,4817,35.825,32.975,39.7,4817,4291,23,53,117,0,115,218,46,172,2444,198,328,307,451,545,278,200,72,53,0,12,0,1167,0,0,16,43,24,87,23,38,49,94,153,266,156,71,94,53,25.27,4.166666666666667,49035112002,0.833333333333333
151,4,795587.4334479187,597983.875,987,47344,1654331.2857142857,503300.5247345852,36513,0.052,26,22910,24.075905718027062,0.0011348756001745963,1,0,8,7,48,0,0,50.459852582212214,4,469.5,61.25137613772346,19,5,118,1,20067821288661,4958866637.690349,9197,44.28,44.04,44.4,9197,9016,36,11,23,33,29,49,5,44,2426,172,320,200,218,431,147,412,108,52,231,97,38,2104,118,52,66,78,54,126,73,42,121,247,322,329,249,83,95,49,30.78,4,49053270100,0
152,2,2580.9632690684275,2299.48,1980,1989.9225806451614,3796.75,626.4473191305061,39236,-0.055,4,2360,29.432627118644067,0.001694915254237288,0,0,1,2,0,0,0,12.764055924373244,8.10958904109589,154.609649122807,11.68409100282983,0,0,6,1,1367197008,337841.73840296513,5328,32.825,33.75,31.6,5328,3883,0,64,9,0,1155,217,79,138,2526,107,271,166,420,704,139,332,86,63,135,75,28,1254,24,18,0,43,36,45,9,95,52,158,264,211,147,84,68,0,27.53,2.9382716049382718,49035113904,-0.9382716049382718
153,19,4636.4568159507935,4599.148070175439,18426,4475.970448045758,4908.659981768459,140.99230210241276,52931,0.123,8,13848,102.97580878105141,0.0005777007510109763,0,1,4,6,1,0,0,13.705134535184861,9.458195819581958,28.24306898774984,2.8819850202229707,0,0,41,1,16836410985,4160367.761453716,2611,34.85,32.65,37.9,2611,2196,12,4,65,83,84,167,7,160,1355,39,89,166,222,303,121,228,23,29,87,43,5,638,5,0,0,0,10,28,27,45,0,61,66,136,52,109,75,24,32.35,14.818181818181818,49035112912,4.181818181818182
154,15,6007.288524674644,6170.6353276353275,11523,5230.874064837905,6437.56712962963,419.0568835037952,35469,-0.027,24,24873,50.26357898122462,0.0009649017006392474,1,2,5,21,0,1,0,13.736001099307387,9.644957983193278,19.22603626943005,2.136509164914555,0,0,342,1,16001719748,3954111.06480521,4266,31.45,30.925,32.725,4266,3913,12,49,0,82,132,78,26,52,1861,41,158,223,312,317,243,275,42,54,119,77,0,1045,110,27,8,0,34,51,50,34,50,60,180,257,66,36,58,24,26.66,10.567164179104477,49011126700,4.432835820895523
155,7,3445.739180484501,3513.2868852459014,4136,2826,4018.542857142857,305.5058939598304,65288,-0.054,10,10476,37.705135547919056,0.0009545628102329134,1,0,0,20,0,0,0,10.610788552572968,7.956678700361011,17.616236162361623,1.7045136814197475,0,0,31,1,10245820616,2531797.413262317,5136,37.133335,39.833332,35.6,5136,4631,66,28,145,0,19,247,0,247,2266,40,167,308,282,374,258,313,120,185,178,41,0,1346,20,9,6,0,13,8,25,24,36,81,97,283,222,176,219,127,24.22,6.7,49035112613,0.2999999999999998
156,5,6059.488078050689,6034.708333333333,2035,4978.184615384615,7359.5192307692305,854.3632863532467,56846,0.043,10,8574,17.090389549801728,0.001166316771635176,1,0,0,22,0,0,0,22.097748237884886,13.985294117647058,41.77064220183486,4.691451469750763,0,0,32,1,5924832573,1464058.0139485155,2883,41.35,37.8,43.9,2883,2728,10,10,26,39,0,70,0,70,1592,40,72,270,333,407,186,175,0,55,42,0,12,666,11,40,0,16,11,0,20,0,23,31,44,104,80,134,65,87,23.06,5.6976744186046515,49035111201,-0.6976744186046515
157,4,32116.075519101196,27034.90588235294,6693,21351.530487804877,75993.5216,14266.224779866689,63829,0.223,27,18092,55.36413884589874,0.0014923723192571301,0,3,1,8,17,0,0,9.771329499262169,7.179802955665025,12.12781954887218,0.9717053684138429,5,0,95,1,241543372867,59686667.32856314,2070,42.7,40.133335,45.266666,2070,1868,51,0,65,0,65,21,0,21,869,14,204,105,195,115,37,71,17,4,69,25,13,537,32,0,5,3,6,12,18,6,1,22,48,76,39,41,24,204,33.07,4.6,49043964305,-0.5999999999999996
158,4,6138.366936626548,5975.441176470588,4177,4165.8777292576415,9214.223776223776,1199.8880148535966,34333,0.018,1,6281,19.446107307753543,0.0001592103168285305,0,0,0,4,0,0,0,15.630022390298128,9.940119760479043,24.00485436893204,2.5597873447806156,0,0,33,1,11879164555,2935405.4906153553,2773,31.4,28.15,32.55,2773,2515,0,68,5,15,102,68,16,52,1095,35,252,228,42,80,109,145,34,21,34,39,76,728,49,29,53,25,65,34,30,18,53,76,61,93,30,60,34,18,25.05,6.517647058823529,49003960702,-2.5176470588235293
159,2,10022.339310523055,9829.918918918918,1948,7737.48717948718,14893.666666666666,2067.9390086404546,61495,-0.165,6,14541,19.120761983357404,0.0004126263668248401,0,0,3,11,4,0,2,19.430714421436818,11.471830985915492,35.646496815286625,3.9435428521845686,1,2,31,1,3564681347669,880851944.7470291,10386,31.6,30.675,34.075,10386,10012,90,11,67,38,74,94,0,94,4160,244,506,301,429,435,215,966,82,200,333,375,74,2615,26,33,0,7,45,41,106,90,114,173,295,403,369,252,335,326,23.4,4.166666666666667,49029970100,-2.166666666666667
160,2,16109.609834326313,7326,603,5379,106852.87096774194,27547.271656919344,52667,0.027,11,6832,19.47775175644028,0.0016100702576112413,0,0,2,2,3,0,1,26.12063814760731,10,56.25714285714286,8.184114868140943,0,0,85,1,400864408072,99055752.5319863,4243,35.533333,35,36,4243,4117,25,34,0,0,33,34,21,13,1873,112,298,84,104,268,146,367,39,23,300,116,16,1091,24,25,24,3,7,39,30,41,36,91,115,215,143,125,61,112,22.41,1.84375,49043964201,0.15625
161,10,6007.821756016147,5987.596393897365,9605,5591.493993993994,6319.485407066052,222.8223520899137,40925,0.121,18,13386,42.26378305692515,0.001344688480502017,0,0,3,23,0,0,0,18.335248137503566,12.76637168141593,31.992874109263656,3.295106377292199,0,0,77,1,17712049076,4376742.646085774,6374,28.133333,27.833334,29.2,6374,5301,135,48,192,35,428,235,19,216,3635,47,455,654,722,512,354,229,95,63,359,130,15,1456,35,0,36,11,91,27,68,94,17,112,216,225,251,182,40,51,19.35,10.567164179104477,49011125808,-0.567164179104477
162,8,5284.425899506533,5341.553633217993,10564,4688.57911908646,6110.8070388349515,379.3450620547899,47896,0.054,15,19242,32.47900426151128,0.0007795447458684129,1,1,5,23,5,0,2,11.123419690311636,8.501592356687897,17.68705673758865,1.3607256993782986,1,5,171,1,27656917920,6834173.256880707,3973,28.15,25.9,29.675,3973,3790,42,57,12,0,15,57,0,57,1715,70,274,318,306,261,130,117,50,44,47,53,45,970,41,14,26,0,25,18,16,44,40,70,134,166,160,147,69,0,18.82,10.567164179104477,49049000103,-2.567164179104477
163,11,7707.090374240119,7682.661363636364,7024,6691.82619047619,8622.922413793103,644.9126914389859,47475,0.027,7,8031,36.499937741252644,0.0008716224629560453,0,1,1,2,0,0,0,14.542358253785368,9.074652777777779,20.869384359401,1.9128639725794867,0,0,14,1,7684023547,1898763.5709101832,5703,35.775,34.95,37.325,5703,5075,29,9,92,30,246,222,53,169,2975,70,311,476,428,714,194,448,82,33,130,38,51,1468,32,31,0,39,55,17,42,73,50,152,184,300,224,130,67,72,30.07,6.517647058823529,49035112812,4.482352941176471
164,15,6708.999116196706,6463.118560915781,22211,6208.6368794326245,7787.522688110282,506.12897325136635,65819,0.007,21,22239,49.08853815369396,0.0009442870632672333,1,0,3,19,3,1,0,14.142545275304306,8.638124362895006,18.257643312101912,2.090979803561008,0,0,83,1,43333924978,10708046.068508653,5596,33.166668,32.1,34.766666,5596,5177,26,0,206,0,88,99,0,99,2642,67,293,369,371,627,270,279,65,69,137,64,31,1490,0,18,9,31,12,52,11,33,50,161,60,213,215,224,222,179,24.24,14.818181818181818,49035112823,0.18181818181818166
165,12,8614.551926261172,8782.271028037383,9525,6521.198952879581,11081.642605633802,1159.6321276928056,46644,0.09,21,21395,28.924608553400326,0.0009815377424631923,0,0,5,8,2,0,2,14.85466547575731,10.405152224824356,22.069037656903767,2.2631646760719186,0,0,108,1,253781552706,62710787.42793647,8048,32,32.15,40.05,8048,6649,0,53,378,0,453,515,151,364,4335,171,361,717,848,829,414,586,136,30,197,18,28,2154,0,28,64,163,20,39,30,61,118,236,323,191,550,105,151,75,19.36,14.818181818181818,49011127002,-2.8181818181818183
166,4,127789.31588604079,130620.47133757961,4878,107484.03723404255,155941.52112676058,12332.939217913194,38146,0.955,0,0,0,0,1,0,1,2,0,0,1,10.539211384452178,8.254863813229573,15.798076923076923,1.2350761204723035,0,0,35,1,258288014633,63824358.42213547,3764,29.1,27.7,32.55,3764,3572,9,24,0,0,93,66,30,36,1504,140,417,445,195,102,10,53,56,26,30,17,13,952,73,39,28,38,10,17,18,50,22,70,145,151,102,99,77,13,27.49,4.6,49007000100,-0.5999999999999996
167,9,8380.805711580957,8440.309557774608,8038,7628.66800804829,9482.89544688027,518.3464406448576,35789,-0.004,17,11785,80.58328383538397,0.0014425116673737802,1,0,3,3,2,1,0,23.401321933879913,10.58994708994709,51.64394829612221,4.873493778480956,0,0,49,1,8538078561,2109805.1610637573,2792,36.133335,39.4,36.033333,2792,1608,72,70,97,21,891,33,11,22,1529,29,67,254,327,452,78,183,12,23,61,26,17,694,34,10,27,61,39,28,18,8,23,69,82,143,83,29,40,0,32.24,6.517647058823529,49035113310,2.4823529411764707
168,1,10754.153846153846,12504,182,5216,15522,3375.4661615386262,55545,0.013,1,4639,23.40719982754904,0.0002155636990730761,1,0,1,2,0,0,0,39.44871794871795,4,268,59.10327700884656,0,0,23,1,313727375522,77523722.85103211,6875,28.866667,26.366667,30.1,6875,6545,95,39,12,50,0,134,0,134,2767,64,286,417,594,639,169,175,23,40,159,155,46,1592,20,4,0,35,22,28,36,42,53,99,192,288,300,214,173,86,28.05,1.149171270718232,49005001300,-0.149171270718232
169,10,33305.75506957288,24380.385201305766,13245,8398.973846153845,89559.35472370767,29107.35492941875,40607,0.119,71,48688,26.53082895169241,0.0014582648701938876,0,1,12,45,19,0,1,18.653613812706,11.294938917975568,24.826639892904954,2.5736330261775815,7,7,356,1,5442837811989,1344954514.5930827,10199,40.675,38.9,44.675,10199,8999,189,198,21,199,230,363,132,231,3908,73,251,860,446,1069,379,552,65,95,20,67,31,2528,23,75,49,40,116,152,114,117,154,183,245,539,375,98,138,110,23.92,11.033333333333333,49053270300,-1.0333333333333332
170,7,147735.8118131702,86790.24576271187,8455,36559.29857819905,396178.66508688784,119715.434387413,30361,-0.03,2,5680,50.47464788732395,0.00035211267605633805,1,0,3,2,1,0,0,19.32702738247694,11.092702169625246,37.842320261437905,4.627526843095011,0,0,16,1,4800337090,1186189.1284989053,5470,28,32.066666,23.966667,5470,2252,408,13,479,822,1359,137,0,137,2453,30,228,475,778,377,120,230,7,38,22,74,74,1020,52,68,30,45,59,76,75,60,50,170,174,82,56,16,0,7,24.21,6.517647058823529,49035100306,0.48235294117647065
171,4,9820.967791972796,9921.554347826086,3840,8123.621739130434,11406.630872483222,1071.6372692138987,48003,0.074,50,18400,72.3216304347826,0.002717391304347826,1,0,2,60,1,0,0,28.103242226048295,8.640625,42.826848249027236,5.103113936108174,1,1,126,1,15924836038,3935112.686305782,3883,38.666668,41.4,35.266666,3883,3647,33,38,41,0,10,114,31,83,1887,190,219,153,357,338,99,247,54,58,111,51,10,891,0,7,0,9,15,38,15,0,77,72,80,247,104,114,22,91,33.06,4.15625,49035112302,-0.15625
172,5,7649.321788602741,6484.056818181818,3837,5290.964285714285,14392.726829268293,2734.975820938281,61411,0.052,20,15831,30.488345650938033,0.0012633440717579433,1,0,1,38,2,1,0,21.176047276345738,10.394736842105264,32.95544554455446,4.155212526873108,0,0,53,1,18979127807,4689844.619444146,3251,27.05,26.6,28.3,3251,2979,33,4,101,74,17,43,0,43,1185,36,271,353,208,99,86,20,17,31,16,11,37,727,36,45,20,10,11,5,48,9,8,39,68,62,81,91,48,146,20.95,5.6976744186046515,49049001401,-0.6976744186046515
173,12,10760.446784046284,10868.810526315789,12754,9010.83375,14229.311348205625,1401.885858121955,64899,0.12,38,23109,60.45268077372452,0.001644380977108486,1,0,0,26,2,1,0,18.111055797625006,8.081717451523545,37.92760617760618,4.856540487074897,0,0,63,1,553097374101,136673337.6967696,13785,34.35,34.35,34.6,13785,13107,112,100,246,0,55,165,28,137,5137,132,309,513,1078,826,545,742,333,351,154,60,94,2834,18,0,0,25,18,23,84,70,20,48,277,371,621,358,608,293,29.1,10.567164179104477,49011126202,1.432835820895523
174,19,6427.344282529409,6310.60935143288,20698,6070.345070422535,7355.108160621761,342.47419382206255,39549,0.018,25,26963,52.00930905314691,0.0009271965285761971,4,0,1,32,3,1,0,14.540521149288598,9.548624754420432,17.94983686786297,1.5986375037547933,1,1,103,1,16048795308,3965743.689023689,5948,29.4,27.76,33.06,5948,5251,18,49,175,189,15,251,0,251,3208,85,274,378,498,851,481,487,33,24,73,24,0,1352,0,8,0,66,0,0,116,167,69,95,187,252,183,119,55,35,26.54,14.818181818181818,49035112502,4.181818181818182
175,2,5360.742455346049,3854.4545454545455,1060,2760.5263157894738,12769.76923076923,3363.7664303856777,37179,0.044,9,9293,17.883998708705477,0.0009684708920692994,1,0,3,8,1,0,0,20.745313649605162,9,125.8,15.082724590993887,1,3,183,1,888810021665,219629739.58562136,6188,33.7,34.5,33.975,6188,4721,146,83,81,17,946,194,14,180,1694,389,602,193,247,42,7,124,5,9,47,22,7,943,19,0,86,24,25,7,23,40,72,77,163,172,143,52,27,13,20.43,2.6153846153846154,49039972300,-0.6153846153846154
176,1,6904.7692307692305,6380,371,3662,10367,1948.8698500176179,31617,0.026,7,5804,14.375775327360442,0.001206064782908339,0,0,1,9,0,0,0,9.278846153846153,5.5,88.5,6.658790063642382,0,0,15,1,2930295648,724091.8243400392,4527,29.3,29.95,29.15,4527,3217,223,81,97,347,307,255,56,199,2418,26,276,506,409,650,142,164,39,23,94,49,40,958,98,12,35,17,80,22,49,98,15,123,154,215,26,0,0,14,20.69,1.149171270718232,49035111906,-0.149171270718232
177,22,5045.285481354871,5104.804147465437,15360,4542.5625,5299.338503649635,237.3159627881668,38861,0.087,17,20329,76.42997688031876,0.0008362437896600915,3,0,2,13,0,1,0,14.64006571429302,9.283378746594005,23.28099730458221,2.7910289157894432,0,0,55,1,15619447862,3859649.6245349864,6048,38.375,35.375,40.8,6048,4589,79,21,156,21,930,252,137,115,2851,60,199,658,675,527,181,333,9,21,105,68,15,1340,0,0,32,64,0,65,86,93,15,181,245,256,129,66,49,59,29.98,14.818181818181818,49035113513,7.181818181818182
178,2,5140.531083886154,4299.708333333333,1222,3052.375,10889.292682926829,2142.552549586814,51203,-0.1,5,7329,22.795879383271934,0.0006822213125938054,1,0,1,15,1,0,0,12.134151956907296,5.8441558441558445,156.88235294117646,16.79160492501044,0,0,28,1,3949045695,975830.4434729612,2984,29.7,29.6,30.75,2984,2573,27,53,196,0,53,82,15,67,1712,23,109,375,525,234,115,133,14,19,67,19,79,704,15,0,5,6,21,0,23,26,9,32,10,140,160,125,81,51,24.22,1.149171270718232,49035104300,0.850828729281768
179,17,12624.096804903647,11517.938039215685,21710,10412.533657745336,22487.640609137055,3153.8157789464503,48655,0.295,16,17513,52.84565751156284,0.0009136070347741678,1,0,4,12,0,1,0,12.161710765987355,9.189725330620549,14.838272650296359,1.1526229178875564,0,0,133,1,24541303761,6064288.231159928,7641,37.233334,36.7,38.633335,7641,7391,27,2,85,23,27,86,0,86,3383,88,378,494,385,445,590,541,293,7,97,53,12,1962,13,15,0,0,92,29,43,138,73,144,368,398,260,126,77,186,26.79,10.567164179104477,49011126306,6.432835820895523
180,1,3051.076923076923,2858,749,2383,4373,587.0693402456052,42843,0.116,1,3196,25.766583229036296,0.00031289111389236547,0,0,0,0,0,0,0,9.458333333333334,6,22,2.9209799136443886,0,0,9,1,3166377152,782428.8344778983,5652,34,33.766666,33.533333,5652,4375,319,0,76,45,643,194,0,194,2392,29,206,199,529,571,230,258,139,60,117,37,17,1270,86,10,22,0,52,22,15,76,52,72,239,312,177,33,66,36,31.58,1.149171270718232,49035113413,-0.149171270718232
181,10,4098.939138615311,4180.205078125,8005,3579.758099352052,4336.654545454546,222.6248450069501,67379,0.048,22,16987,45.90192500147171,0.0012951080237828929,1,0,2,22,0,1,0,15.03761319084802,10.58937198067633,20.022540983606557,2.01154258722627,0,0,34,1,121768523632,30089657.500623655,21460,29,29.2,28.9,21460,18209,77,0,864,190,1650,470,27,443,9842,156,669,1184,1517,952,1120,2028,356,310,1031,486,33,4649,0,0,25,0,0,24,0,28,120,287,671,807,1004,438,588,657,25.36,9.304347826086957,49035113020,0.695652173913043
182,25,3281.1365903578085,3291.332681782643,37270,3101.1552572706937,3398.8032708032706,93.81868951691321,56957,0.361,39,28058,70.98303514149262,0.0013899779029153895,1,0,9,20,0,1,0,12.536994672955306,9.60339777387229,16.805666666666667,1.4300655896950618,0,0,99,1,201493835488,49790211.11107273,31161,25,22.633333,26,31161,28679,274,155,435,386,116,1116,0,1116,12970,312,1033,857,1855,1632,954,2976,529,474,1508,708,132,6931,97,0,28,183,115,90,302,274,0,293,975,1247,1044,1050,958,275,26.08,25,49035113107,0
183,7,35991.62622316883,27698.754098360656,4111,19635.890410958906,90697.46610169491,20629.015190071194,31433,-0.272,28,25988,50.49072648914884,0.0010774203478528552,2,3,0,7,13,4,0,77.83843212784144,49.06512605042017,144.72844827586206,15.361359069852062,0,0,133,1,47930266124,11843826.701417789,3714,30.2,31.2,29.7,3714,2387,183,0,673,74,154,243,89,154,2269,105,303,479,426,383,118,354,31,18,0,41,11,652,125,37,10,0,0,0,0,49,11,25,153,57,66,94,16,9,28.5,9.304347826086957,49035102500,-2.304347826086957
184,1,19483.384615384617,17878,525,12335,28886,5093.169945107232,35359,0.142,6,10459,17.293718328712114,0.0005736686107658476,0,0,0,4,1,1,1,21.21474358974359,7,45,7.442708529588557,0,0,14,1,3720528739,919362.6738553774,7203,34.7,33.4,36.3,7203,4799,167,87,1297,27,635,191,55,136,3998,47,230,740,1206,737,171,622,0,16,145,44,40,1511,142,43,108,50,0,17,127,52,95,62,352,257,103,21,20,62,23.08,1.84375,49035111400,-0.84375
